,ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
4261,464683,1,1,52,0,Engineer,0.0,0,6.0,3,1
4262,463349,1,0,20,0,Healthcare,5.0,2,5.0,1,3
4263,465866,1,1,35,1,Artist,7.0,2,3.0,5,3
4264,465261,0,0,21,1,Healthcare,0.0,2,4.0,0,3
4265,459780,0,0,42,0,Entertainment,1.0,2,3.0,5,0
4266,462031,0,1,50,1,Artist,0.0,0,2.0,5,2
4268,463941,0,0,32,0,Artist,1.0,2,6.0,3,3
4269,466842,1,0,19,0,Healthcare,8.0,2,5.0,1,3
4270,459014,1,0,22,0,Healthcare,0.0,2,4.0,5,3
4271,462420,1,0,27,1,Healthcare,1.0,2,3.0,5,2
4272,465250,1,0,22,0,Healthcare,0.0,2,4.0,3,3
4273,466513,0,1,55,1,Artist,1.0,0,3.0,5,1
4274,461791,0,0,22,0,Lawyer,8.0,2,1.0,5,3
4276,464586,0,0,46,1,Artist,1.0,2,1.0,2,1
4277,461391,1,1,65,1,Entertainment,3.0,2,3.0,5,2
4278,466658,0,0,18,0,Healthcare,0.0,2,4.0,5,3
4279,459728,0,1,53,1,Artist,2.0,0,4.0,5,2
4281,462219,1,1,59,0,Executive,0.0,2,5.0,3,1
4282,467553,0,0,32,1,Healthcare,8.0,2,3.0,5,3
4283,459655,1,1,39,1,Artist,1.0,0,3.0,5,1
4284,462182,1,1,88,0,Artist,7.0,2,1.0,5,3
4285,459119,1,1,61,1,Executive,9.0,1,3.0,5,2
4286,460721,1,0,21,0,Healthcare,1.0,2,4.0,5,3
4287,459517,1,0,31,1,Healthcare,1.0,2,4.0,5,3
4288,461441,1,1,58,1,Artist,1.0,0,4.0,5,2
4289,465390,0,0,27,1,Marketing,3.0,2,3.0,5,3
4290,466160,0,1,51,1,Engineer,1.0,0,2.0,5,2
4291,463842,0,1,48,1,Engineer,0.0,1,4.0,5,1
4292,465902,1,0,25,1,Executive,3.0,2,3.0,5,3
4293,467034,1,1,89,0,Executive,0.0,1,2.0,5,0
4295,465747,0,0,40,1,Artist,6.0,2,1.0,5,2
4296,464203,1,0,56,1,Artist,2.0,2,1.0,5,1
4297,462373,1,1,36,1,Entertainment,9.0,1,3.0,5,1
4298,465364,0,0,38,1,Doctor,5.0,2,5.0,1,0
4299,464280,1,1,47,1,Entertainment,1.0,2,4.0,5,2
4300,460993,1,1,61,1,Artist,1.0,0,4.0,5,2
4301,464227,1,1,89,1,Lawyer,0.0,1,2.0,5,2
4302,461141,1,1,55,0,Homemaker,2.0,2,1.0,2,0
4304,467282,0,1,43,1,Artist,4.0,0,2.0,5,0
4305,459790,1,0,28,0,Doctor,10.0,2,3.0,5,2
4306,464670,1,1,42,0,Entertainment,0.0,0,4.0,3,1
4309,461136,1,0,59,1,Artist,1.0,2,1.0,5,1
4312,460283,1,1,43,1,Doctor,14.0,2,2.0,5,0
4313,460337,0,0,42,1,Marketing,10.0,2,3.0,5,3
4314,463275,1,1,29,0,Entertainment,7.0,0,2.0,2,3
4316,466861,0,0,21,0,Healthcare,8.0,2,7.0,1,3
4317,463177,1,0,41,1,Entertainment,7.0,2,2.0,0,3
4318,461874,1,1,48,1,Doctor,0.0,0,3.0,2,0
4319,462506,1,0,31,0,Healthcare,1.0,2,4.0,5,2
4320,466868,1,0,26,1,Doctor,4.0,2,3.0,1,0
4321,461253,0,0,18,0,Healthcare,0.0,2,5.0,3,3
4323,461830,1,1,42,1,Executive,1.0,1,3.0,5,2
4324,464748,0,1,52,0,Engineer,9.0,0,5.0,3,1
4325,461904,0,1,50,1,Artist,4.0,0,2.0,4,2
4328,467562,1,1,71,1,Executive,0.0,1,3.0,5,0
4329,465168,0,1,59,0,Entertainment,8.0,0,2.0,5,1
4330,459162,0,1,85,1,Lawyer,0.0,1,2.0,5,0
4331,462831,1,1,29,0,Executive,1.0,1,3.0,5,3
4332,465576,1,1,43,0,Executive,4.0,0,5.0,3,0
4333,464474,0,0,52,1,Artist,1.0,2,1.0,5,0
4335,465169,0,0,59,1,Doctor,0.0,2,4.0,5,1
4336,460235,0,0,23,0,Healthcare,1.0,2,3.0,5,3
4337,462580,0,0,39,1,Artist,0.0,2,1.0,3,1
4338,467313,1,1,39,1,Entertainment,1.0,0,2.0,5,1
4339,460400,0,1,46,1,Entertainment,5.0,2,2.0,5,0
4340,463406,1,0,33,0,Marketing,0.0,2,4.0,2,2
4341,459135,1,1,53,1,Executive,0.0,1,4.0,5,2
4343,462972,0,1,62,1,Artist,1.0,2,1.0,5,1
4344,466284,1,1,46,1,Artist,1.0,0,5.0,1,2
4345,464410,1,1,40,1,Artist,0.0,0,2.0,5,2
4346,466005,1,0,62,1,Entertainment,1.0,2,4.0,1,2
4348,459206,0,0,25,0,Artist,1.0,2,3.0,5,2
4350,461156,1,0,22,0,Marketing,3.0,2,6.0,2,3
4351,465515,0,1,47,1,Artist,1.0,1,6.0,5,1
4352,460883,1,1,68,1,Artist,0.0,1,2.0,5,1
4353,465380,1,0,25,0,Entertainment,5.0,2,2.0,5,3
4355,461218,1,1,27,0,Executive,0.0,2,6.0,5,3
4356,467186,1,1,38,1,Entertainment,2.0,0,3.0,2,1
4358,461859,0,1,46,0,Artist,5.0,2,5.0,5,2
4359,467821,0,1,37,1,Artist,1.0,2,2.0,5,2
4360,462525,0,1,41,1,Artist,0.0,0,2.0,5,2
4361,462787,0,0,29,0,Artist,1.0,2,1.0,2,0
4362,459055,0,0,19,0,Entertainment,1.0,2,5.0,5,3
4363,462605,1,1,82,0,Executive,1.0,1,2.0,3,3
4364,461252,0,1,48,1,Doctor,1.0,2,1.0,2,3
4365,464340,1,1,67,1,Artist,1.0,1,2.0,5,1
4366,461872,0,1,77,1,Lawyer,0.0,1,2.0,5,1
4370,467423,1,1,61,1,Artist,0.0,2,1.0,5,1
4371,463865,1,1,46,1,Artist,0.0,0,5.0,5,1
4373,458984,1,1,39,1,Artist,0.0,0,3.0,5,2
4374,459142,0,1,89,1,Artist,0.0,1,3.0,5,2
4377,466389,0,1,47,1,Engineer,0.0,0,2.0,5,0
4378,460632,0,0,22,0,Healthcare,0.0,2,3.0,2,3
4379,465626,0,0,42,1,Artist,7.0,2,3.0,5,2
4380,461768,1,1,69,1,Artist,0.0,1,2.0,5,2
4381,462242,0,0,30,1,Entertainment,0.0,2,5.0,0,3
4382,466949,1,1,39,0,Executive,12.0,1,7.0,5,1
4383,465479,1,0,27,0,Artist,1.0,2,1.0,3,3
4384,464845,1,1,30,0,Engineer,1.0,0,3.0,3,0
4385,465066,1,1,47,1,Executive,7.0,1,4.0,5,2
4386,466817,0,1,81,0,Lawyer,0.0,1,2.0,5,1
4387,466436,1,1,42,0,Doctor,0.0,0,3.0,5,1
4388,467974,0,0,43,1,Artist,1.0,2,1.0,3,1
4389,460341,0,0,31,0,Entertainment,11.0,2,5.0,6,3
4390,467463,0,1,39,1,Artist,8.0,0,3.0,5,1
4391,466235,0,1,57,1,Artist,0.0,0,4.0,3,2
4394,466094,0,0,31,0,Healthcare,0.0,2,3.0,5,1
4395,461451,0,0,28,1,Engineer,1.0,2,6.0,1,0
4396,460473,1,1,58,1,Artist,0.0,0,2.0,3,1
4397,461786,1,1,71,1,Lawyer,0.0,1,2.0,5,2
4398,466745,0,1,36,1,Homemaker,0.0,0,2.0,5,1
4399,460124,0,0,43,1,Artist,1.0,2,3.0,5,0
4400,459910,1,1,69,1,Artist,1.0,2,2.0,5,1
4401,464082,1,1,77,1,Lawyer,0.0,2,1.0,5,0
4402,461487,1,1,50,1,Artist,1.0,0,4.0,5,2
4403,465188,0,1,50,1,Artist,1.0,0,4.0,5,1
4404,467255,0,0,40,1,Healthcare,6.0,2,2.0,5,3
4405,466993,0,1,43,1,Engineer,9.0,0,2.0,5,2
4408,464403,0,1,65,1,Lawyer,0.0,1,3.0,5,2
4409,461518,0,1,46,1,Artist,0.0,0,4.0,2,1
4410,464848,1,1,35,0,Entertainment,1.0,0,4.0,3,1
4411,460715,0,1,86,0,Lawyer,0.0,1,2.0,5,0
4412,466963,1,0,63,0,Entertainment,7.0,2,1.0,5,0
4413,466508,0,1,40,1,Artist,9.0,0,5.0,5,1
4414,460125,0,1,55,1,Artist,10.0,2,1.0,5,1
4415,462325,1,0,37,1,Healthcare,1.0,2,4.0,3,1
4416,461537,1,0,31,1,Artist,0.0,2,1.0,5,1
4417,461679,1,0,28,1,Healthcare,4.0,2,4.0,5,3
4418,463559,0,1,48,1,Engineer,1.0,1,3.0,5,1
4420,467018,1,1,57,1,Artist,1.0,0,5.0,5,2
4423,466104,1,1,81,1,Lawyer,1.0,2,1.0,5,1
4424,467825,0,0,21,0,Marketing,1.0,2,8.0,5,2
4425,466599,0,0,33,1,Healthcare,1.0,2,2.0,5,2
4426,466724,1,0,38,1,Artist,0.0,2,2.0,5,1
4428,467881,0,0,33,1,Artist,10.0,2,1.0,6,0
4429,462578,1,1,38,1,Artist,8.0,0,2.0,3,1
4430,459177,0,1,39,1,Artist,1.0,0,4.0,5,0
4431,459232,0,1,59,1,Artist,0.0,1,2.0,5,2
4433,467019,1,1,80,1,Lawyer,1.0,2,1.0,5,2
4434,462122,1,1,42,0,Entertainment,6.0,2,3.0,5,1
4435,459776,1,1,75,1,Lawyer,2.0,2,1.0,5,3
4436,466074,0,0,29,0,Engineer,9.0,2,2.0,3,0
4437,461528,0,0,33,1,Engineer,1.0,2,2.0,5,0
4438,464375,0,1,63,1,Artist,1.0,2,2.0,5,1
4439,460138,1,0,33,1,Entertainment,9.0,2,6.0,5,3
4440,460232,1,0,22,0,Healthcare,8.0,2,4.0,5,3
4441,464444,1,1,36,1,Artist,8.0,0,2.0,5,2
4442,467783,0,1,53,1,Artist,0.0,0,3.0,5,2
4443,460497,1,1,35,1,Entertainment,6.0,2,5.0,2,3
4444,465124,0,1,29,1,Healthcare,6.0,0,2.0,5,0
4445,464602,0,1,31,1,Healthcare,0.0,2,1.0,0,3
4446,465581,1,1,38,1,Artist,0.0,2,4.0,2,0
4447,462750,1,0,22,0,Healthcare,9.0,2,8.0,5,3
4448,461258,0,1,57,1,Artist,1.0,0,3.0,3,2
4449,464958,0,1,42,0,Engineer,1.0,0,6.0,3,1
4451,462268,0,1,77,1,Lawyer,6.0,1,2.0,5,1
4452,460920,1,1,79,1,Lawyer,1.0,1,2.0,5,2
4453,463816,1,1,53,1,Healthcare,3.0,1,4.0,6,1
4454,461712,0,1,42,1,Artist,1.0,2,2.0,5,0
4455,461846,0,0,72,1,Artist,1.0,2,2.0,1,1
4456,464315,1,1,71,0,Executive,1.0,0,2.0,5,2
4457,467607,0,0,25,0,Engineer,9.0,2,1.0,5,3
4459,465224,1,1,61,1,Executive,0.0,2,3.0,5,3
4460,463181,1,1,48,1,Doctor,5.0,0,3.0,4,1
4461,467932,0,0,28,0,Healthcare,0.0,2,4.0,5,3
4462,466876,0,1,43,1,Entertainment,0.0,0,2.0,1,2
4464,464071,1,1,82,1,Lawyer,0.0,1,2.0,5,1
4465,464202,1,1,40,1,Artist,14.0,2,1.0,5,0
4466,467163,1,0,32,0,Healthcare,9.0,2,3.0,5,3
4469,461932,0,0,21,0,Healthcare,3.0,2,2.0,3,3
4470,467280,0,0,28,0,Entertainment,10.0,2,2.0,5,3
4471,463658,1,1,43,1,Artist,3.0,0,3.0,5,2
4472,460579,0,1,38,0,Engineer,0.0,0,5.0,2,0
4473,462310,1,1,63,1,Artist,5.0,0,4.0,5,2
4474,460321,1,1,25,1,Artist,3.0,0,2.0,5,1
4475,464537,1,1,41,1,Artist,8.0,0,3.0,5,0
4477,467346,1,1,37,1,Artist,1.0,0,3.0,5,2
4478,466126,0,1,57,0,Engineer,0.0,2,1.0,5,1
4479,464058,1,1,86,1,Healthcare,0.0,2,1.0,5,3
4480,462232,1,1,56,0,Executive,1.0,1,8.0,3,0
4481,463034,0,0,27,1,Homemaker,9.0,2,1.0,5,3
4482,459543,1,1,70,0,Executive,1.0,1,2.0,5,0
4483,459635,0,0,22,0,Healthcare,8.0,2,4.0,5,3
4484,464097,1,1,35,1,Doctor,5.0,1,2.0,5,3
4485,466930,1,0,31,0,Healthcare,2.0,2,2.0,4,0
4486,463866,1,1,40,1,Artist,1.0,0,4.0,5,2
4487,465387,0,1,43,1,Artist,0.0,2,2.0,5,2
4488,463246,0,1,38,0,Engineer,9.0,2,2.0,5,0
4490,462241,0,0,28,0,Entertainment,1.0,2,4.0,5,3
4492,463283,0,0,48,1,Artist,1.0,2,1.0,2,1
4493,466983,0,1,41,1,Artist,8.0,0,2.0,5,2
4494,462812,0,0,29,0,Healthcare,0.0,2,3.0,5,2
4495,462496,1,1,45,0,Artist,1.0,0,3.0,5,0
4497,460405,0,0,41,1,Entertainment,5.0,2,2.0,5,3
4498,460757,0,1,28,0,Homemaker,9.0,1,3.0,5,0
4500,466546,0,1,69,1,Lawyer,1.0,1,2.0,5,1
4501,459138,1,1,53,1,Artist,1.0,0,3.0,5,2
4503,459194,0,1,81,1,Lawyer,1.0,1,2.0,5,2
4504,465043,1,1,48,1,Doctor,9.0,0,5.0,5,2
4505,461435,0,1,45,1,Artist,8.0,0,2.0,5,2
4507,467677,1,1,57,0,Entertainment,0.0,1,3.0,3,3
4509,463279,1,0,27,0,Entertainment,0.0,2,3.0,2,0
4510,460395,0,0,27,1,Entertainment,8.0,2,3.0,5,3
4511,462308,1,1,30,1,Healthcare,1.0,1,2.0,3,1
4512,461309,0,0,21,0,Healthcare,1.0,2,4.0,5,3
4513,459310,1,0,38,1,Entertainment,1.0,2,2.0,1,3
4514,459786,1,1,57,0,Marketing,1.0,1,3.0,5,0
4515,467215,0,1,78,1,Lawyer,1.0,1,2.0,5,2
4516,460613,0,1,46,1,Homemaker,8.0,0,3.0,2,2
4517,461682,1,1,75,0,Executive,1.0,1,2.0,5,2
4520,465605,0,1,52,1,Engineer,4.0,2,1.0,2,1
4521,463896,0,0,25,0,Homemaker,0.0,2,3.0,1,2
4523,463323,1,1,31,1,Healthcare,2.0,2,2.0,5,3
4524,464033,0,0,18,0,Healthcare,1.0,2,4.0,5,3
4526,465456,0,1,59,1,Artist,3.0,1,5.0,0,1
4527,467831,1,1,39,1,Artist,0.0,0,2.0,5,2
4529,464285,0,0,25,1,Artist,9.0,2,1.0,5,1
4530,465697,0,1,47,0,Artist,7.0,2,1.0,5,2
4531,465199,1,1,32,1,Entertainment,1.0,2,2.0,5,0
4532,466057,0,1,38,0,Doctor,1.0,0,2.0,3,3
4533,467327,1,1,52,1,Artist,3.0,0,4.0,5,2
4534,460495,1,0,21,0,Healthcare,0.0,2,6.0,2,3
4535,466180,1,1,70,0,Lawyer,0.0,2,1.0,5,1
4536,467954,1,0,31,0,Healthcare,8.0,2,4.0,5,3
4537,467915,0,0,23,0,Doctor,0.0,2,4.0,5,2
4538,464786,1,0,33,0,Marketing,1.0,2,3.0,3,3
4540,459220,0,1,77,1,Lawyer,1.0,1,2.0,5,0
4541,461196,0,1,42,1,Engineer,8.0,2,2.0,2,3
4542,465069,1,1,73,1,Healthcare,1.0,0,3.0,5,2
4543,464959,0,1,40,1,Engineer,1.0,0,6.0,3,1
4544,460537,0,0,33,1,Artist,0.0,2,3.0,2,0
4545,461019,1,0,18,0,Healthcare,0.0,2,3.0,2,3
4550,461686,1,1,59,1,Artist,1.0,2,2.0,5,1
4551,459263,0,0,32,0,Healthcare,8.0,2,4.0,5,3
4553,462947,0,1,46,1,Artist,1.0,2,1.0,5,1
4554,463875,1,1,53,1,Entertainment,1.0,2,3.0,1,0
4555,459704,1,1,41,1,Artist,1.0,0,3.0,5,1
4556,467741,1,0,21,0,Healthcare,1.0,2,3.0,3,3
4557,464978,1,1,62,0,Executive,0.0,1,2.0,3,1
4559,465191,0,0,58,1,Engineer,1.0,2,1.0,5,0
4560,459459,1,1,36,1,Artist,4.0,2,1.0,5,0
4561,467458,0,0,28,1,Entertainment,0.0,2,2.0,5,3
4562,459223,0,1,47,1,Doctor,1.0,0,4.0,5,2
4566,462296,0,1,46,1,Artist,0.0,1,4.0,5,2
4567,466625,1,1,49,1,Artist,0.0,0,2.0,6,2
4568,462043,1,0,33,0,Healthcare,0.0,2,5.0,5,2
4569,466777,0,1,49,1,Homemaker,8.0,0,2.0,5,2
4570,459959,1,1,25,1,Artist,9.0,2,4.0,5,3
4571,462470,1,1,80,1,Executive,3.0,2,1.0,5,1
4572,460805,1,0,36,1,Healthcare,8.0,2,4.0,1,0
4573,460026,1,0,26,0,Engineer,7.0,2,1.0,5,3
4574,463244,0,1,45,0,Doctor,1.0,2,1.0,5,1
4576,462032,0,1,69,1,Artist,0.0,2,2.0,5,2
4577,467291,1,1,53,1,Entertainment,1.0,0,4.0,5,3
4578,467847,1,1,41,1,Artist,8.0,1,2.0,1,0
4579,462243,1,1,43,0,Executive,1.0,2,4.0,5,0
4580,466626,0,1,51,1,Artist,1.0,0,2.0,6,2
4581,464372,1,1,45,1,Artist,1.0,0,6.0,4,2
4582,465005,1,1,50,1,Executive,4.0,1,3.0,5,2
4583,466185,1,1,57,1,Doctor,0.0,0,4.0,5,2
4584,462165,1,1,70,1,Lawyer,3.0,1,2.0,5,3
4585,464740,0,1,59,0,Artist,1.0,2,3.0,3,2
4587,463753,0,0,30,1,Healthcare,0.0,2,5.0,1,3
4589,459852,1,0,40,1,Artist,7.0,2,1.0,5,0
4590,460777,1,1,74,0,Lawyer,0.0,2,1.0,5,3
4591,463202,1,0,33,0,Marketing,0.0,2,3.0,2,3
4592,466973,0,1,63,1,Marketing,2.0,2,1.0,5,3
4594,459217,0,1,60,0,Lawyer,1.0,0,3.0,5,1
4596,462265,1,0,31,1,Doctor,3.0,2,4.0,5,2
4597,460455,0,1,28,1,Homemaker,9.0,0,2.0,2,1
4598,462402,0,1,37,0,Entertainment,1.0,0,2.0,3,3
4599,459386,1,1,70,0,Lawyer,0.0,1,2.0,5,1
4600,461526,1,1,78,0,Entertainment,0.0,2,2.0,5,3
4602,461538,0,0,38,1,Artist,8.0,2,8.0,1,1
4603,460736,1,0,19,0,Entertainment,0.0,2,3.0,5,2
4604,459859,0,1,28,0,Doctor,9.0,2,1.0,6,0
4605,466252,0,1,73,0,Executive,0.0,2,3.0,3,1
4606,462240,1,1,84,0,Lawyer,1.0,1,2.0,5,0
4607,466920,1,0,21,0,Healthcare,7.0,2,4.0,2,3
4608,466293,1,1,79,0,Lawyer,0.0,1,2.0,5,1
4611,461517,1,1,42,1,Artist,0.0,0,3.0,5,1
4612,466763,1,1,55,1,Homemaker,0.0,2,4.0,5,1
4613,460822,1,1,41,1,Artist,0.0,2,2.0,5,0
4615,466715,1,1,72,1,Executive,1.0,1,4.0,5,2
4618,460045,1,1,56,1,Artist,0.0,2,2.0,5,1
4620,467723,1,1,83,0,Executive,0.0,2,7.0,5,3
4622,466664,0,1,47,1,Doctor,1.0,0,2.0,3,0
4623,464867,0,1,47,1,Doctor,1.0,0,2.0,3,1
4624,459742,0,1,83,0,Lawyer,1.0,1,2.0,5,2
4625,463768,0,1,38,0,Engineer,1.0,2,1.0,3,0
4626,465636,1,0,29,1,Healthcare,3.0,2,3.0,3,3
4627,467639,1,1,50,1,Entertainment,0.0,0,4.0,5,1
4628,464760,0,1,52,0,Engineer,6.0,0,4.0,3,1
4630,462024,1,0,33,1,Entertainment,1.0,2,8.0,3,2
4631,464730,1,1,36,0,Executive,1.0,1,6.0,3,3
4632,465823,1,1,65,0,Entertainment,7.0,0,4.0,3,3
4633,465546,0,0,25,0,Marketing,1.0,2,9.0,4,3
4634,460460,1,1,27,0,Entertainment,4.0,2,4.0,2,1
4635,467202,1,1,22,0,Doctor,1.0,2,4.0,5,0
4636,467184,1,1,51,0,Engineer,0.0,0,3.0,5,3
4637,465327,0,0,42,1,Entertainment,1.0,2,1.0,5,3
4639,466072,0,0,23,0,Healthcare,1.0,2,3.0,2,3
4640,466086,1,1,80,1,Lawyer,0.0,1,2.0,5,2
4641,459343,0,1,40,1,Entertainment,12.0,2,6.0,5,0
4642,459224,0,1,48,1,Artist,0.0,0,2.0,5,2
4643,465473,0,0,55,1,Artist,3.0,2,1.0,5,0
4644,466887,1,1,36,1,Entertainment,1.0,2,3.0,2,0
4645,463682,1,1,41,1,Artist,12.0,0,2.0,5,1
4646,460963,0,0,32,1,Artist,0.0,2,3.0,5,1
4647,467033,1,1,37,1,Entertainment,8.0,0,2.0,1,3
4648,463883,1,0,30,0,Healthcare,0.0,2,2.0,3,1
4649,466716,0,1,79,1,Lawyer,1.0,2,1.0,5,2
4650,464251,1,1,65,1,Artist,0.0,0,4.0,1,1
4651,463843,1,1,49,1,Executive,0.0,1,4.0,5,0
4652,461476,1,1,53,1,Artist,1.0,0,4.0,1,2
4653,467787,1,0,20,0,Healthcare,8.0,2,5.0,5,3
4654,463130,0,1,78,0,Lawyer,1.0,1,2.0,5,1
4655,467722,1,0,32,1,Doctor,6.0,2,5.0,5,3
4656,465241,1,0,23,0,Healthcare,3.0,2,2.0,3,3
4657,460345,0,1,40,1,Artist,1.0,0,2.0,5,2
4658,463512,0,0,30,0,Engineer,0.0,2,3.0,5,1
4659,466255,1,1,45,1,Entertainment,0.0,2,4.0,1,2
4660,463449,1,1,25,0,Healthcare,1.0,0,2.0,5,3
4661,459276,0,0,20,0,Healthcare,0.0,2,4.0,5,3
4663,463644,0,0,27,1,Healthcare,1.0,2,3.0,6,3
4664,466253,1,0,19,0,Healthcare,0.0,2,3.0,1,3
4666,461717,0,0,26,1,Healthcare,0.0,2,4.0,1,0
4667,462733,1,1,55,0,Artist,0.0,0,2.0,5,2
4668,466146,0,1,41,0,Engineer,8.0,0,3.0,5,2
4669,461866,1,0,25,0,Healthcare,0.0,2,4.0,5,3
4670,459876,0,1,67,1,Artist,1.0,0,2.0,5,1
4672,461869,1,1,87,1,Lawyer,0.0,2,1.0,5,1
4673,461228,1,1,26,0,Doctor,9.0,2,6.0,5,3
4674,462962,0,1,37,1,Artist,4.0,2,1.0,2,0
4675,465869,1,0,42,1,Doctor,1.0,2,1.0,5,0
4676,464181,0,0,31,1,Healthcare,6.0,2,4.0,1,3
4677,459740,0,0,20,0,Healthcare,0.0,2,3.0,5,3
4679,462774,0,1,88,1,Lawyer,0.0,2,1.0,5,3
4680,464567,1,0,33,1,Healthcare,8.0,2,4.0,1,3
4681,459271,0,0,55,1,Artist,1.0,2,1.0,5,0
4682,460990,1,0,22,0,Healthcare,1.0,2,3.0,5,3
4683,463802,0,0,39,1,Engineer,1.0,2,3.0,5,1
4684,466672,1,1,62,1,Artist,0.0,2,3.0,5,2
4685,462919,0,1,37,0,Homemaker,13.0,0,3.0,5,0
4686,463153,0,0,26,1,Homemaker,9.0,2,1.0,1,3
4687,460464,1,0,27,1,Artist,9.0,2,2.0,2,3
4688,461375,1,0,29,1,Healthcare,1.0,2,4.0,1,3
4689,467956,0,0,31,1,Entertainment,1.0,2,1.0,5,1
4690,467024,1,1,40,1,Entertainment,9.0,0,5.0,5,1
4691,461146,1,1,56,1,Entertainment,0.0,2,2.0,2,2
4692,462388,0,1,45,1,Artist,1.0,1,5.0,5,2
4693,460355,0,0,40,1,Entertainment,5.0,2,1.0,2,0
4694,461854,1,0,30,1,Healthcare,9.0,2,3.0,5,3
4695,458985,1,0,23,0,Healthcare,1.0,2,4.0,5,3
4696,466356,1,1,46,1,Artist,0.0,2,2.0,5,2
4697,460078,0,1,39,1,Healthcare,8.0,1,2.0,0,3
4698,464969,0,1,65,0,Lawyer,0.0,1,9.0,3,0
4699,461769,1,0,40,1,Artist,0.0,2,1.0,5,1
4701,463548,0,0,18,0,Healthcare,3.0,2,4.0,3,3
4702,467116,1,1,73,1,Executive,1.0,1,2.0,5,1
4704,461577,0,1,50,1,Artist,1.0,0,3.0,5,2
4705,460740,1,1,38,1,Artist,4.0,0,3.0,5,1
4706,466844,1,0,18,0,Healthcare,0.0,2,5.0,5,3
4708,460150,1,0,19,0,Healthcare,0.0,2,4.0,3,3
4710,463242,0,0,26,0,Engineer,5.0,2,2.0,5,0
4711,466833,1,1,58,1,Artist,7.0,2,2.0,5,1
4712,460371,0,0,28,1,Artist,1.0,2,2.0,5,2
4713,465180,0,1,53,1,Artist,1.0,0,2.0,6,2
4714,461279,1,0,18,0,Doctor,4.0,2,2.0,5,0
4715,459109,1,1,49,1,Entertainment,7.0,0,4.0,5,2
4716,467519,1,0,19,0,Healthcare,0.0,2,3.0,5,3
4717,461398,1,0,20,0,Doctor,0.0,2,4.0,5,3
4718,467188,1,1,55,1,Artist,2.0,2,2.0,5,1
4719,459318,0,0,32,1,Engineer,0.0,2,3.0,5,3
4720,461823,1,0,27,0,Healthcare,10.0,2,4.0,5,2
4721,459732,1,1,72,1,Executive,1.0,1,5.0,5,0
4722,461317,0,0,59,1,Artist,1.0,2,1.0,5,2
4723,461459,0,1,35,1,Artist,0.0,2,3.0,5,0
4724,460429,0,0,32,1,Engineer,9.0,2,1.0,5,0
4725,464577,0,1,28,1,Healthcare,10.0,1,2.0,5,3
4726,466552,1,1,19,0,Entertainment,1.0,2,2.0,5,0
4727,461231,1,1,52,1,Artist,2.0,1,1.0,3,3
4728,463650,1,0,29,0,Doctor,1.0,2,3.0,5,3
4729,462674,0,1,51,1,Homemaker,12.0,0,4.0,2,1
4730,465275,1,0,27,1,Healthcare,1.0,2,5.0,5,3
4731,465684,0,0,47,1,Entertainment,0.0,2,1.0,2,0
4732,465492,1,1,61,0,Entertainment,1.0,2,1.0,1,0
4733,464510,0,1,75,0,Lawyer,0.0,1,2.0,5,3
4734,463588,1,0,19,0,Healthcare,1.0,2,1.0,5,3
4735,466341,1,1,48,1,Artist,0.0,0,2.0,4,2
4736,459397,1,1,59,1,Artist,3.0,0,2.0,5,1
4737,460888,1,1,42,0,Homemaker,8.0,2,1.0,5,0
4738,460272,0,0,86,1,Lawyer,1.0,2,1.0,5,0
4739,460612,1,0,33,1,Entertainment,9.0,2,4.0,2,2
4741,462227,1,1,49,0,Executive,3.0,1,5.0,6,1
4745,467892,1,0,23,0,Doctor,1.0,2,5.0,5,3
4746,461012,1,0,35,0,Doctor,1.0,2,3.0,2,3
4747,463003,1,1,37,1,Artist,2.0,0,2.0,5,2
4748,467592,1,1,43,1,Entertainment,7.0,2,2.0,5,0
4749,462366,1,1,50,0,Engineer,1.0,2,2.0,5,3
4750,465908,0,0,50,0,Engineer,1.0,2,1.0,5,0
4752,463400,0,0,20,0,Healthcare,8.0,2,3.0,0,3
4753,467075,0,1,31,0,Homemaker,9.0,0,2.0,5,0
4754,462087,0,0,31,1,Healthcare,9.0,2,3.0,1,0
4755,462522,1,1,41,0,Executive,1.0,0,5.0,3,1
4756,459615,1,1,84,0,Lawyer,1.0,2,1.0,5,0
4759,467794,0,0,23,0,Healthcare,0.0,2,4.0,2,3
4760,461040,0,1,69,0,Lawyer,0.0,2,1.0,2,3
4761,466443,0,1,68,1,Artist,4.0,2,2.0,5,1
4762,463975,0,0,30,0,Healthcare,8.0,2,4.0,3,1
4763,464063,0,0,26,1,Doctor,1.0,2,1.0,5,3
4766,461326,0,0,36,1,Artist,1.0,2,1.0,5,2
4767,467196,1,0,18,0,Entertainment,0.0,2,5.0,5,2
4768,461633,1,0,30,1,Healthcare,8.0,2,4.0,6,3
4769,462045,0,0,46,1,Artist,9.0,2,1.0,5,1
4771,466289,1,0,19,0,Healthcare,2.0,2,5.0,1,3
4772,463562,1,0,33,1,Entertainment,0.0,2,4.0,5,2
4773,460089,0,1,65,1,Artist,13.0,2,1.0,5,1
4774,459336,1,1,26,1,Artist,6.0,0,2.0,5,0
4775,467350,0,0,30,1,Homemaker,6.0,2,1.0,5,3
4776,463565,0,0,33,1,Entertainment,1.0,2,4.0,5,3
